"","NAME_1","age_group","antigen","weighted.sero","weighted.sero.UC","weighted.sero.LC","pop_risk_adm1","pop_risk_UC_adm1","pop_risk_LC_adm1","total_pop"
"194","Ogun","10_15","dip",0.875177094629892,0.892040215792934,0.855970928060302,80583.2154509153,69696.7157189379,92982.3392661672,645580.354118347
"195","Ogun","5_10","dip",0.813626958801199,0.836236064597216,0.788528348078981,125567.464648429,110334.746040024,142477.468876052,673742.639175415
"196","Ondo","0_5","dip",0.845986513795243,0.871531373182842,0.816445526089659,99201.9177470172,82748.170076773,118229.619182455,644111.890403748
"197","Ondo","10_15","dip",0.932850105823468,0.944813948326354,0.91851633352361,45546.6390162602,37431.7667233301,55268.9946608815,678283.109375
"198","Ondo","5_10","dip",0.897228104623297,0.914723792339399,0.876631007806515,68008.9630586221,56431.2493732975,81639.0239949598,661746.704284668
"199","Osun","0_5","dip",0.812690346960096,0.838855940702304,0.783384105113742,115387.871457793,99269.1497670354,133441.318315429,616027.362098694
"200","Osun","10_15","dip",0.922130487552612,0.934061271463096,0.908248245759741,53423.0259210662,45237.8125034393,62947.0532307803,686058.307571411
"201","Osun","5_10","dip",0.877506804551616,0.895048721267123,0.857497523920664,80435.4922830272,68916.5446269164,93574.6412119819,656652.738861084
"202","Oyo","0_5","dip",0.780443802353973,0.8130434508511,0.743857555322268,236245.386036936,201167.731083699,275612.673985614,1076013.28757668
"203","Oyo","10_15","dip",0.909073688304823,0.924237750785048,0.891103446783123,98856.864793914,82370.1994229538,118394.462913809,1087219.56220245
"204","Oyo","5_10","dip",0.856299815906109,0.878506720358127,0.830671402314625,155973.434193616,131869.866254359,183790.738019659,1085408.72913361
"205","Plateau","0_5","dip",0.778825824399736,0.811598987735931,0.742081346612505,177285.57323622,151015.738464359,206738.676384882,801565.430299759
"206","Plateau","10_15","dip",0.914993004567156,0.929490347456621,0.897805306900748,51790.2548951043,42957.792581573,62261.8077205004,609246.975868225
"207","Plateau","5_10","dip",0.860713464383282,0.882824804728077,0.835151891912702,96411.0717979232,81106.0890722672,114104.229200519,692177.972343445
"208","Rivers","0_5","dip",0.839800453502331,0.862520259120827,0.814119617740152,131669.130320598,112995.562809069,152776.389265063,821907.010345459
"209","Rivers","10_15","dip",0.910009453150061,0.923020426525083,0.895031701964989,80203.2996562666,68607.3817188337,93552.0913740948,891241.385498047
"210","Rivers","5_10","dip",0.879283611672916,0.895900376605595,0.860409485212015,101701.297093069,87701.9837391513,117602.395271813,842481.277832031
"211","Sokoto","0_5","dip",0.674145502259105,0.721808433528166,0.622620474722255,360586.619194637,307843.39985481,417603.587234761,1106587.82276917
"212","Sokoto","10_15","dip",0.909454872666049,0.927265088755366,0.887705034192518,59365.1068163441,47687.997161786,73625.1948214908,655641.099243164
"213","Sokoto","5_10","dip",0.819647444635775,0.849577694152209,0.785155811138814,159932.625310477,133391.147305389,190519.036937833,886777.705963135
"214","Taraba","0_5","dip",0.803234135367129,0.841428852171255,0.758128426766596,121260.792123789,97722.5548220411,149058.062572149,616269.454816461
"215","Taraba","10_15","dip",0.913566220271602,0.932371233917856,0.889914447235649,36011.3361851366,28176.5096796975,45865.4921973884,416634.981118441
"216","Taraba","5_10","dip",0.867604992029447,0.894359057231866,0.83501448638589,67293.31302067,53694.8419616839,83858.3114401089,508276.815358758
"217","Yobe","0_5","dip",0.645916421498582,0.696929191934876,0.591109155697822,245490.73407787,210122.919182999,283489.32178751,693312.960507393
"218","Yobe","10_15","dip",0.878693421212617,0.900899519017392,0.851994597647473,56439.2861021729,46107.6427589604,68861.2219678748,465261.543655396
"219","Yobe","5_10","dip",0.784415682819228,0.819176744846789,0.744647644602265,126566.418812623,106158.704594419,149913.655968579,587085.463672638
"220","Zamfara","0_5","dip",0.630672183999073,0.677528462997055,0.581263431419171,365401.837654801,319043.643904549,414285.372029267,989369.935932159
"221","Zamfara","10_15","dip",0.881047378656061,0.901678026344046,0.856755521205572,69868.7420066582,57750.9981145391,84136.9565436319,587366.139705658
"222","Zamfara","5_10","dip",0.780347335129796,0.81259722533343,0.744295042361349,178909.907061397,152641.958696273,208274.960985804,814512.799865723
