"","GID_2","NAME_2","age_group","antigen","weighted.sero","weighted.sero.UC","weighted.sero.LC","pop_risk_adm2","pop_risk_UC_adm2","pop_risk_LC_adm2","total_pop"
"34","NGA.1.7_1","Isiala Ngwa South","10_15","mea",0.971265224002291,0.976144324603403,0.965409654700304,741.116244286898,615.276366040342,892.140826124469,25791.6137695312
"35","NGA.1.7_1","Isiala Ngwa South","0_5","dip",0.846790683464958,0.865517661842532,0.825986396129242,3419.53886366951,3001.56408374439,3883.87791748387,22319.3924560547
"36","NGA.1.7_1","Isiala Ngwa South","5_10","dip",0.886791155986995,0.899969753191949,0.872125355287596,2404.56867127559,2124.6537737544,2716.07193949106,21240.11328125
"37","NGA.1.7_1","Isiala Ngwa South","10_15","dip",0.917371003558339,0.927564571978179,0.905887107949939,2131.13516238729,1868.2265827695,2427.32336248875,25791.6137695312
"38","NGA.1.8_1","Isuikwua","0_5","mea",0.839448151800207,0.858202413542519,0.818780338628848,2616.94476701723,2311.25618307305,2953.82363905096,16299.686340332
"39","NGA.1.8_1","Isuikwua","5_10","mea",0.931480860144422,0.939773084643731,0.922140009051976,1154.93555307217,1015.16460865438,1312.38179430283,16855.6633300781
"40","NGA.1.8_1","Isuikwua","10_15","mea",0.972600395209068,0.97704215513892,0.96731772179985,562.026700513862,470.916347028917,670.386055647977,20512.2192382812
"41","NGA.1.8_1","Isuikwua","0_5","dip",0.856998538575862,0.874355514876289,0.837693885525101,2330.87896742254,2047.96569790901,2645.53875705888,16299.686340332
"42","NGA.1.8_1","Isuikwua","5_10","dip",0.896989573079046,0.909103436992165,0.883469761750006,1736.30907566723,1532.1218639213,1964.19446371569,16855.6633300781
"43","NGA.1.8_1","Isuikwua","10_15","dip",0.926719141874141,0.935840619090212,0.916415491092532,1503.153027847,1316.05128741397,1714.50377163405,20512.2192382812
"44","NGA.1.9_1","Oboma Ngwa","0_5","mea",0.836875007822525,0.857076287368477,0.814485105233129,1755.44379145619,1538.05091814447,1996.38918533613,10761.3417663574
"45","NGA.1.9_1","Oboma Ngwa","5_10","mea",0.927829825819566,0.936999303131786,0.917439670670718,778.727790770354,679.787655306478,890.839236484692,10790.1608886719
"46","NGA.1.9_1","Oboma Ngwa","10_15","mea",0.969992745109379,0.975227395517165,0.963677394998133,385.286918378114,318.075094712335,466.374701706191,12839.7922363281
"47","NGA.1.9_1","Oboma Ngwa","0_5","dip",0.845977609418009,0.864835888007848,0.825026373497437,1657.4875847242,1454.54720369375,1882.95099489305,10761.3417663574
"48","NGA.1.9_1","Oboma Ngwa","5_10","dip",0.885343046914247,0.898570883788538,0.870640768320115,1237.16697080017,1094.43648271748,1395.80692226094,10790.1608886719
"49","NGA.1.9_1","Oboma Ngwa","10_15","dip",0.915664026338333,0.925966096960155,0.904075303036414,1082.85637986425,950.579933476076,1231.65317934518,12839.7922363281
"50","NGA.1.10_1","Ohafia Abia","0_5","mea",0.833408604456923,0.854048916116003,0.810547907342307,6366.74238419613,5577.91684711187,7240.42597858236,38217.7144470215
"51","NGA.1.10_1","Ohafia Abia","5_10","mea",0.928004344952072,0.937282797836485,0.917472435156196,2894.75907805885,2521.69648560634,3318.21993094798,40207.4135742188
"52","NGA.1.10_1","Ohafia Abia","10_15","mea",0.970876348759808,0.97585711301326,0.964892960326474,1277.02963015086,1058.63038206218,1539.3924862039,43848.5415039062
"53","NGA.1.10_1","Ohafia Abia","0_5","dip",0.872859784319096,0.890540754318423,0.852797761137251,4859.00845762549,4183.28219504489,5625.73313081878,38217.7144470215
"54","NGA.1.10_1","Ohafia Abia","5_10","dip",0.908273845159322,0.920687443332813,0.894140677258756,3688.07144325197,3188.95276754623,4256.3295701439,40207.4135742188
"55","NGA.1.10_1","Ohafia Abia","10_15","dip",0.934565911779539,0.943857656480103,0.923858241222812,2869.18933310513,2461.75987995877,3338.70506992192,43848.5415039062
"56","NGA.1.11_1","Osisioma Ngwa","0_5","mea",0.840067735705107,0.85987068284123,0.818104798906272,9022.82270794193,7905.60923077556,10261.8952975492,56416.5257568359
"57","NGA.1.11_1","Osisioma Ngwa","5_10","mea",0.929524130085628,0.938481174278451,0.919371575260691,3704.97322686214,3234.0942016504,4238.70120860035,52570.8051757812
"58","NGA.1.11_1","Osisioma Ngwa","10_15","mea",0.970784970790853,0.975860006353158,0.964666789113303,1786.06135277696,1475.79895950974,2160.09650315492,61135.0185546875
"59","NGA.1.11_1","Osisioma Ngwa","0_5","dip",0.843113695153232,0.862479714900773,0.821590984236236,8850.98025828249,7758.41670638794,10065.2168330881,56416.5257568359
"60","NGA.1.11_1","Osisioma Ngwa","5_10","dip",0.883243917886964,0.896934255524363,0.868005117728279,6137.96124585196,5418.24917312558,6939.07724010681,52570.8051757812
"61","NGA.1.11_1","Osisioma Ngwa","10_15","dip",0.914178528349482,0.924833246607732,0.902171789619751,5246.69726174502,4595.32086333192,5980.72945676837,61135.0185546875
"62","NGA.1.12_1","Ugwunagbo","0_5","mea",0.838022690165067,0.858795181869381,0.814903912461986,3871.23963287945,3374.77939878032,4423.77584056868,23899.8884277344
"63","NGA.1.12_1","Ugwunagbo","5_10","mea",0.92801965946269,0.93750948872867,0.91721275871249,1784.08292963435,1548.87089434531,2051.93950000848,24785.697265625
"64","NGA.1.12_1","Ugwunagbo","10_15","mea",0.96990833385566,0.975293333523958,0.963377929526488,823.345056643547,676.004831756926,1002.02496411418,27361.2319335938
"65","NGA.1.12_1","Ugwunagbo","0_5","dip",0.840644788702663,0.860648789869756,0.818381669660868,3808.5717703844,3330.4783743826,4340.65783153665,23899.8884277344
"66","NGA.1.12_1","Ugwunagbo","5_10","dip",0.880624559657222,0.894804573799391,0.864824354928249,2958.80352528679,2607.34198753668,3350.42261643398,24785.697265625
"67","NGA.1.12_1","Ugwunagbo","10_15","dip",0.911635308265146,0.922729854680507,0.899120279867185,2417.76682529784,2114.20636762915,2760.19341994998,27361.2319335938
"68","NGA.1.13_1","Ukwa East","0_5","mea",0.83409627087649,0.856097896571324,0.809534324625751,2886.81297247537,2503.97300373597,3314.20387827647,17400.5309448242
"69","NGA.1.13_1","Ukwa East","5_10","mea",0.925630084909449,0.935799383620155,0.913993910685812,1350.0739721672,1165.46564650485,1561.31121690261,18153.4962158203
"70","NGA.1.13_1","Ukwa East","10_15","mea",0.968667233757934,0.974441266559516,0.961622579931523,590.355244205731,481.564002529363,723.086848491984,18841.4658203125
"71","NGA.1.13_1","Ukwa East","0_5","dip",0.839775997107102,0.860243078733605,0.816955246994598,2787.98272044148,2431.84463324926,3185.0758889582,17400.5309448242
"72","NGA.1.13_1","Ukwa East","5_10","dip",0.879356393244209,0.893870876295533,0.863162740068054,2190.10325870417,1926.61464555736,2484.0746803578,18153.4962158203
"73","NGA.1.13_1","Ukwa East","10_15","dip",0.910234801079881,0.921624386006314,0.897372148481162,1691.30792730697,1476.71145220805,1933.6591566043,18841.4658203125
"74","NGA.1.14_1","Ukwa West","0_5","mea",0.838747723991202,0.859998641730123,0.815017267591062,2228.94449983187,1935.19908808982,2556.96387159383,13822.7165222168
"75","NGA.1.14_1","Ukwa West","5_10","mea",0.928202473631793,0.937951164056592,0.917054485182116,1029.84402473902,890.011483273423,1189.74771325722,14343.7257080078
"76","NGA.1.14_1","Ukwa West","10_15","mea",0.969909075489384,0.975396462354099,0.963228176803066,465.056707594987,380.248875662013,568.31032300779,15455.048828125
"77","NGA.1.14_1","Ukwa West","0_5","dip",0.838721883484079,0.859525295349907,0.815505751769352,2229.30168583663,1941.74202092036,2550.21169327175,13822.7165222168
"78","NGA.1.14_1","Ukwa West","5_10","dip",0.878848539837971,0.893714007834957,0.862227005819055,1737.76331368878,1524.53711821884,1976.17803850243,14343.7257080078
