"","GID_2","NAME_2","weighted.sero_0_5_mea","weighted.sero_5_10_mea","weighted.sero_10_15_mea","weighted.sero_0_5_dip","weighted.sero_5_10_dip","weighted.sero_10_15_dip","weighted.sero_NA_NA","weighted.sero.UC_0_5_mea","weighted.sero.UC_5_10_mea","weighted.sero.UC_10_15_mea","weighted.sero.UC_0_5_dip","weighted.sero.UC_5_10_dip","weighted.sero.UC_10_15_dip","weighted.sero.UC_NA_NA","weighted.sero.LC_0_5_mea","weighted.sero.LC_5_10_mea","weighted.sero.LC_10_15_mea","weighted.sero.LC_0_5_dip","weighted.sero.LC_5_10_dip","weighted.sero.LC_10_15_dip","weighted.sero.LC_NA_NA","pop_risk_adm2_0_5_mea","pop_risk_adm2_5_10_mea","pop_risk_adm2_10_15_mea","pop_risk_adm2_0_5_dip","pop_risk_adm2_5_10_dip","pop_risk_adm2_10_15_dip","pop_risk_adm2_NA_NA","pop_risk_UC_adm2_0_5_mea","pop_risk_UC_adm2_5_10_mea","pop_risk_UC_adm2_10_15_mea","pop_risk_UC_adm2_0_5_dip","pop_risk_UC_adm2_5_10_dip","pop_risk_UC_adm2_10_15_dip","pop_risk_UC_adm2_NA_NA","pop_risk_LC_adm2_0_5_mea","pop_risk_LC_adm2_5_10_mea","pop_risk_LC_adm2_10_15_mea","pop_risk_LC_adm2_0_5_dip","pop_risk_LC_adm2_5_10_dip","pop_risk_LC_adm2_10_15_dip","pop_risk_LC_adm2_NA_NA","total_pop_0_5_mea","total_pop_5_10_mea","total_pop_10_15_mea","total_pop_0_5_dip","total_pop_5_10_dip","total_pop_10_15_dip","total_pop_NA_NA"
"171","NGA.9.2_1","Akamkpa",0.816584321367568,0.917398569791621,0.965270211218575,0.874714602583194,0.907389747967847,0.932142210359223,NA,0.847086443825654,0.93199468303673,0.972878543250587,0.898804701914837,0.924955316795721,0.945469236089063,NA,0.781641820777649,0.899990482274465,0.955599213407176,0.845851902560943,0.886193853621696,0.915825052872209,NA,6215.44092840614,2879.20531063206,1172.53618032502,4245.56936812681,3228.07884557551,2290.99330178625,NA,5181.80987928971,2370.4343769583,915.666072775426,3429.22372923884,2615.80277570719,1841.0504604201,NA,7399.54389019645,3485.99211687625,1499.04535966603,5223.64500680827,3966.89573302019,2841.88802890355,NA,33887.1844258308,34856.6036128998,33761.6847515106,33887.1844258308,34856.6036128998,33761.6847515106,NA
"172","NGA.9.3_1","Akpabuyo",0.812555138876435,0.913749576689591,0.962950044444748,0.858484419062172,0.893176466915296,0.920202330213517,NA,0.847262446134354,0.93078015448381,0.971823995759549,0.888116752353724,0.915345897901479,0.93728889819567,NA,0.772192942557336,0.893009840564207,0.951399623284752,0.822572063189308,0.866043658541587,0.89895165084403,NA,10321.6704352654,4750.98268879357,2025.23511912808,7792.56992771067,5884.22336913854,4361.92272984417,NA,8410.50901390438,3812.87737666904,1540.16468978929,6160.86246648708,4663.05159057581,3427.93193217045,NA,12544.2189007291,5893.40174623091,2656.60749794399,9770.08747421365,7378.79577741433,5523.53335850563,NA,55065.1022033691,55083.5869140625,54662.2820129395,55065.1022033691,55083.5869140625,54662.2820129395,NA
"173","NGA.9.4_1","Bakassi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","NGA.9.5_1","Bekwarra",0.814566556170829,0.922406989702432,0.969990034286304,0.906831205877905,0.936386725009792,0.957007277386005,NA,0.844719806356736,0.936113295660791,0.976304363036953,0.92704308925913,0.950306741336817,0.966711105435883,NA,0.780179615867056,0.906064502475084,0.962052057025822,0.881742892360112,0.918903341759372,0.944637254019856,NA,4224.84381136545,1812.54775287845,668.066565996019,2122.72174388206,1485.9856344606,957.082085116915,NA,3537.84383007922,1492.37285606991,527.50019663524,1662.2220160235,1160.81853220718,741.060409379401,NA,5008.30254962858,2194.30299586717,844.777771198916,2694.32416852824,1894.3918414338,1232.45724250146,NA,22783.6129455566,23359.6782226562,22261.4904785156,22783.6129455566,23359.6782226562,22261.4904785156,NA
"175","NGA.9.6_1","Biase",0.82686623845536,0.924217538741022,0.968999577609137,0.880440416817873,0.913373097738479,0.937879908968446,NA,0.850259168708767,0.934953466739021,0.974704725370229,0.899101494783571,0.926584858453269,0.947760333445577,NA,0.800737424823712,0.911874944797603,0.962043515727812,0.858873874545985,0.898045923981335,0.926274334772122,NA,4751.56896657326,2197.27274825537,893.421721257972,3281.25259935598,2511.70163178713,1790.28007923112,NA,4109.56176683572,1885.99014242101,729.001286320655,2769.10870463819,2128.63355385981,1505.52957706636,NA,5468.66110895996,2555.13979115829,1093.89307938444,3873.13549995923,2956.10500223529,2124.74881465465,NA,27444.4968109131,28994.4759216309,28819.6628417969,27444.4968109131,28994.4759216309,28819.6628417969,NA
"176","NGA.9.7_1","Boki",0.815888980353655,0.921497782862125,0.968973234708276,0.905107032835099,0.933965670825883,0.954493742631984,NA,0.846811065772278,0.935744890407499,0.975716411390385,0.926176254273399,0.94871031820218,0.964971184650894,NA,0.780434577174143,0.904415608412565,0.96042098222408,0.878810355521217,0.915355075516342,0.941067299514891,NA,6678.16272420751,2983.39953821244,1174.36323554328,3442.00296824908,2509.56972104651,1722.41208961682,NA,5556.54209229703,2441.95223109905,919.133961341305,2677.77011837623,1949.21390209821,1325.84085204645,NA,7964.18174782294,3632.59077411058,1498.0660387228,4395.84859109889,3216.84708819178,2230.60303484027,NA,36272.4769926071,38004.0162811279,37850.0054550171,36272.4769926071,38004.0162811279,37850.0054550171,NA
"177","NGA.9.8_1","Calabar",0.814645845764124,0.915131818729643,0.963697204507296,0.858075980681124,0.893162999028362,0.92039802627244,NA,0.846992084360802,0.930866458484059,0.971981473671217,0.885650856606441,0.913623374597321,0.936171630896027,NA,0.777366883068435,0.896220112765626,0.95306462685119,0.825175987404565,0.868557895746722,0.901137672175577,NA,5469.18672121873,2372.26548797626,1161.53332538434,4187.70739226598,2986.3457240414,2546.92080860584,NA,4514.75643427086,1932.44525975395,896.472340968357,3374.06420270963,2414.43005309456,2042.23329947408,NA,6569.16534644345,2900.89219713448,1501.73008198912,5158.47714435559,3674.11629328668,3163.16930513568,NA,29506.6854248047,27952.3544921875,31995.69921875,29506.6854248047,27952.3544921875,31995.69921875,NA
"178","NGA.9.9_1","Calabar South",0.813319320125457,0.91391031727768,0.962897468792134,0.852321906450509,0.888044887824703,0.915983273461079,NA,0.847329251828522,0.930597842212379,0.971670880688187,0.882167801749296,0.910404118023745,0.933330187156784,NA,0.773873259910121,0.893676359208371,0.951525606446183,0.816502728509199,0.860963873891449,0.894632915953674,NA,1944.721963863,853.912171172678,416.164200820038,1538.4175389768,1110.46794329401,942.381900029848,NA,1590.42787613587,688.390819509101,317.756360941668,1227.50176473753,888.689697617388,747.808531587082,NA,2355.64622094294,1054.61012381946,543.71781646216,1911.5592166094,1379.08093702396,1181.86029085746,NA,10417.3713378906,9918.86767578125,11216.5986328125,10417.3713378906,9918.86767578125,11216.5986328125,NA
"179","NGA.9.10_1","Etung",0.816582246867078,0.92003205595767,0.967587468818355,0.900372914907057,0.929107352923996,0.950019710516622,NA,0.847327456705176,0.934408158343624,0.974663487448809,0.921723651432205,0.944283461430833,0.961059289381262,NA,0.781344173725539,0.902838811346396,0.958607840443821,0.873999102587824,0.910190392026084,0.936056259538771,NA,2462.61905908001,1128.9705206035,448.972520708248,1337.62165526403,1000.84739747705,692.317931892583,NA,2049.82510413583,926.011747694084,350.956790209161,1050.96057805564,786.594307355974,539.399681767713,NA,2935.7354779728,1371.70111161855,573.356709148957,1691.72398052189,1267.91305045729,885.737129800272,NA,13426.2851715088,14117.7884979248,13851.8191680908,13426.2851715088,14117.7884979248,13851.8191680908,NA
"180","NGA.9.11_1","Ikom",0.818298053324864,0.921654612141292,0.968609798353649,0.904058621301262,0.93238755189089,0.95278939765205,NA,0.846658097647727,0.934762946139936,0.975039292728337,0.923374305079698,0.945980141779862,0.962592551148541,NA,0.78610262713349,0.906179471065228,0.960579727666862,0.880504736035105,0.915677154914139,0.940572100943603,NA,6223.57198552928,2772.71059601919,1075.59611182149,3286.14022936183,2392.86263580721,1617.68761138584,NA,5252.19671638205,2308.79539223277,855.287264229348,2624.5482616118,1911.80919995641,1281.7791676234,NA,7326.31500052325,3320.38913599752,1350.74926010858,4092.89713634706,2984.25794352697,2036.31750693804,NA,34251.5427017212,35390.8592681885,34265.3457260132,34251.5427017212,35390.8592681885,34265.3457260132,NA
"181","NGA.9.12_1","Obanliku",0.815427217751453,0.922117121667214,0.969579051351945,0.900370028879095,0.931277115473977,0.95309370328136,NA,0.848404574647531,0.937218699253078,0.976541693575447,0.92384016853498,0.947637204311579,0.964608086824803,NA,0.777272185420263,0.903766023240273,0.960624765817745,0.870690932564438,0.910293385382194,0.938074091957439,NA,4794.20968387224,2068.05307242211,803.12538750087,2587.85161350902,1824.82434563442,1238.34526543593,NA,3937.63504782004,1667.05525886646,619.308807732978,1978.22342538021,1390.40881413424,934.360867968675,NA,5785.27252240236,2555.33662301195,1039.52215877341,3358.75515208549,2382.01314522864,1634.86909854157,NA,25974.6297664642,26553.3724060059,26400.40574646,25974.6297664642,26553.3724060059,26400.40574646,NA
"182","NGA.9.13_1","Obubra",0.822540264842775,0.92384229898107,0.969577849463643,0.900809317838371,0.930091599598752,0.951196240219566,NA,0.847922923255354,0.935450032911556,0.975355633677019,0.918770107110935,0.942686352660623,0.960305224564425,NA,0.794022641466841,0.910349966053714,0.962487866219472,0.879402314626423,0.91497915870193,0.940125997055681,NA,6600.5544864347,2848.72564750377,1074.95571167814,3689.3636833978,2614.96671425909,1724.4632415006,NA,5656.4551406628,2414.53122048246,870.79979135325,3021.31823574796,2143.85222956097,1402.60056655948,NA,7661.25778766363,3353.41465912804,1325.47771126245,4485.58988629707,3180.2568609307,2115.62628911163,NA,37194.6598510742,37405.6150512695,35334.6391601562,37194.6598510742,37405.6150512695,35334.6391601562,NA
"183","NGA.9.14_1","Obudu",0.815112802556071,0.92206825439302,0.969606329727326,0.904734915805583,0.934451185787644,0.9553601550734,NA,0.846713160863587,0.936519988687418,0.976292953504681,0.926434403873868,0.949516447982144,0.965935585461387,NA,0.77880724413311,0.904672334615779,0.961102095024126,0.877491687739417,0.915295444867004,0.941700821260311,NA,1978.72595269969,861.067933316743,336.098889847742,1019.55947782043,724.248912244837,493.635753372469,NA,1640.52812201077,701.390706984917,262.156953640751,787.324143007506,557.792815545634,376.690666412694,NA,2367.28044252885,1053.27546792368,430.140307587284,1311.12581207776,935.900712383768,644.6832211331,NA,10702.3416442871,11049.0009765625,11058.1870117188,10702.3416442871,11049.0009765625,11058.1870117188,NA
"184","NGA.9.15_1","Odukpani",0.821209366980511,0.919652275962261,0.966217022160378,0.864919389665135,0.899757045339437,0.926286789938745,NA,0.848264201904749,0.932445517742266,0.973091712274225,0.887375998599151,0.915985383429876,0.938722007957816,NA,0.790572195533306,0.904659048072009,0.957632789473696,0.838768972311244,0.880771241805553,0.911537392845317,NA,6751.94292557604,3221.25825268053,1335.59465499524,5101.25478012915,4018.8872658266,2914.21821450228,NA,5730.22999697185,2708.35840198878,1063.80690986539,4253.19166147612,3368.26935938081,2422.59752911401,NA,7908.94108324836,3822.35877735887,1674.96838776669,6088.81281083548,4780.05601142253,3497.32891646301,NA,37764.5227355957,40091.4685668945,39534.544921875,37764.5227355957,40091.4685668945,39534.544921875,NA
"185","NGA.9.16_1","Ogoja",0.815707505597857,0.922468116185108,0.969816208803075,0.908102635600745,0.936889450196717,0.957087942034186,NA,0.844447333367469,0.93556479460935,0.975951848017386,0.927099564083976,0.950018495479979,0.96630627671237,NA,0.783104495430182,0.906976486919,0.962166299582985,0.884765012535831,0.920592004179679,0.94548223230488,NA,8351.87777747808,3566.27847598722,1370.60805810317,4164.65986867675,2902.93211381944,1948.58266988431,NA,7049.42902797122,2963.86305573492,1091.99638557061,3303.74567163287,2299.02789661063,1529.98966711079,NA,9829.40054356597,4278.85582212265,1717.98083021146,5222.28826579259,3652.57507468047,2475.58337603199,NA,45318.5996780396,45997.5728759766,45408.744354248,45318.5996780396,45997.5728759766,45408.744354248,NA
"186","NGA.9.17_1","Yakurr",0.826496297299739,0.925044043345959,0.969786501773363,0.890970886758109,0.92221423991342,0.945063430860621,NA,0.850143558952125,0.935825151608628,0.975326890618554,0.909057116611738,0.934955969284791,0.954417542603687,NA,0.800059407144219,0.912621440868499,0.963038067470311,0.869805975511793,0.907224075509257,0.933920787921161,NA,6355.50978147174,2869.26148200779,1164.61558904844,3993.77987264698,2977.5843739177,2117.59606082789,NA,5489.30116230242,2456.56821449061,951.054644529556,3331.27406466857,2489.8399046131,1757.03058522629,NA,7323.90360454402,3344.78999749838,1424.74209714256,4769.05900707746,3551.39736028709,2547.10262021911,NA,36630.3985595703,38279.2990722656,38546.2014465332,36630.3985595703,38279.2990722656,38546.2014465332,NA
"187","NGA.9.18_1","Yala Cross",0.81562163276222,0.923002089000414,0.970276878404752,0.907523008186559,0.936899439095256,0.957399280061327,NA,0.84287924951951,0.935342078775144,0.976036320221487,0.925410481813028,0.949177380798856,0.965973435189936,NA,0.784918798919752,0.908539623829237,0.963177131631262,0.885869084630232,0.921891538677566,0.946776320478009,NA,7403.42950892773,2954.82888776239,1064.66770955544,3713.27124947122,2421.51193162047,1525.93699747106,NA,6308.94186774084,2481.2763226641,858.36731450132,2995.02728153555,1950.34048869321,1218.81494527016,NA,8636.2545386878,3509.83238488688,1318.97717404195,4582.75121636037,2997.44674755448,1906.44622534703,NA,40153.4606246948,38375.4422607422,35819.5119628906,40153.4606246948,38375.4422607422,35819.5119628906,NA
"188","NGA.10.1_1","AniochaN",0.836813001617669,0.933264993749994,0.974563377353796,0.838778010791593,0.887298663531362,0.9225659832657,NA,0.857889788996511,0.942487517442044,0.978858250022838,0.860281520304185,0.902532743451296,0.93357419353592,NA,0.813341279838183,0.922688001010595,0.969418651369737,0.814687092549239,0.870029785209062,0.909909937623585,NA,4120.89414002385,1685.13582373613,736.820372186204,4071.27257169922,2845.83864058942,2243.02423413721,NA,3588.6506986897,1452.2564710242,612.411179876705,3528.2532918619,2461.16056445995,1924.15039222732,NA,4713.61587457489,1952.21708099694,885.847189429011,4679.63061980866,3281.89772160052,2609.63077582054,NA,25252.5886306763,25251.152557373,28966.9105224609,25252.5886306763,25251.152557373,28966.9105224609,NA
"189","NGA.10.2_1","AniochaS",0.839797941534098,0.933923344771402,0.974535554037869,0.837799514353616,0.885545315607663,0.920573366925056,NA,0.860198997040482,0.942871389728317,0.978809113080801,0.858824061869936,0.900492987503308,0.931507817249928,NA,0.817101092446772,0.923689327095761,0.969421615536179,0.814329386765618,0.868682583654808,0.908065517068407,NA,4182.96412950407,1468.86385250586,613.403763158402,4235.1441657123,2544.2926563436,1913.27923237071,NA,3650.28131503582,1269.95154766328,510.459556050469,3686.18163088607,2212.01047815719,1649.88324145382,NA,4775.59138095266,1696.36293788858,736.591564933542,4847.96214542869,2919.14603435365,2214.5762714855,NA,26110.5516967773,22229.6943969727,24088.6357421875,26110.5516967773,22229.6943969727,24088.6357421875,NA
"190","NGA.10.3_1","Bomadi",0.847339545337254,0.934321352399244,0.973393047127242,0.870658572888337,0.905846802225463,0.932212963615029,NA,0.873359417817022,0.946157144148153,0.979112820686597,0.894084612672226,0.922938948017512,0.944980146785217,NA,0.81716573511276,0.920108450095287,0.966153588456134,0.842968727048953,0.885436355387125,0.916743534853302,NA,1739.46470978722,780.0384392205,308.539857404134,1473.75984482219,1118.21902737876,786.072822396816,NA,1442.98550676304,639.469580694686,242.212152505835,1206.83564638346,915.22260139258,638.021863926655,NA,2083.27528051606,948.839267723622,392.490152529957,1789.26728755491,1360.62555792046,965.459592730582,NA,11394.3372802734,11876.5910644531,11596.2116699219,11394.3372802734,11876.5910644531,11596.2116699219,NA
"191","NGA.10.4_1","Burutu",0.847297381619915,0.934667284152479,0.973693686091361,0.870065889931077,0.905828002425149,0.932509273092206,NA,0.873912815054714,0.946722670934172,0.979444978132746,0.894425396154395,0.923578699491878,0.945697444074287,NA,0.816311675005758,0.920114418131792,0.966378867218555,0.841082691387544,0.884463225607375,0.916393281794979,NA,7941.64811723686,3552.04152030657,1398.25862812846,6757.51988761106,5119.98990240622,3587.33236230764,NA,6557.4517683517,2896.60826858217,1092.5603935646,5490.64818110428,4154.91119448046,2886.34194879052,NA,9553.13049523424,4343.258962814,1787.06295235341,8264.85726392136,6281.56069193123,4443.9451116442,NA,52007.2818756104,54368.496307373,53152.9667358398,52007.2818756104,54368.496307373,53152.9667358398,NA
"192","NGA.10.5_1","Ethiope West",0.841382246701788,0.934372361814462,0.974600686961997,0.868439114341992,0.907676555683107,0.936082030361085,NA,0.865345640021463,0.944938339077768,0.979507837623916,0.890068180345376,0.922984618316198,0.947104975137516,NA,0.814135036822049,0.921950836724035,0.96855069284557,0.843311485005778,0.889691790727681,0.922948689499955,NA,4338.75413474751,1781.26813551351,695.457033841527,3598.65352238702,2505.84683632234,1750.13400983489,NA,3683.270938911,1494.48593307499,561.09464227424,3007.02239912634,2090.35475190996,1448.31543438973,NA,5084.06127766103,2118.4136956738,861.111552004017,4285.98267320365,2993.99008854836,2109.73721115161,NA,27353.5215606689,27142.0423583984,27380.9387207031,27353.5215606689,27142.0423583984,27380.9387207031,NA
"193","NGA.10.6_1","EthiopeE",0.844189103804185,0.934667954558458,0.974307977006151,0.865513489307808,0.904320689714642,0.932789288758595,NA,0.866727039360914,0.944680606454378,0.979122318899672,0.886132122599961,0.919026361520971,0.943571139510267,NA,0.818690294936629,0.922991074063327,0.96841158906323,0.841826498563776,0.88726780554698,0.920116863277815,NA,5083.31797330426,2158.56468840971,865.774702188035,4387.61160907154,3161.2354886113,2264.87939555421,NA,4348.01963606404,1827.74760356561,703.540088740426,3714.93035405037,2675.36146360644,1901.550527843,NA,5915.21456448619,2544.36773096289,1064.47231025455,5160.39777950282,3724.66119112958,2691.91721189312,NA,32624.9196777344,33039.9067382812,33698.1911621094,32624.9196777344,33039.9067382812,33698.1911621094,NA
"194","NGA.10.7_1","IkaNorth",0.838263502416733,0.933705469197446,0.97464625393206,0.847176944287346,0.893156647023515,0.926506833668168,NA,0.859553367232192,0.943026005853891,0.979005460593183,0.868120666871407,0.907954569225114,0.937191353730663,NA,0.814494867735262,0.922987696492599,0.969405257556154,0.823591394589235,0.876306760936975,0.914171409484646,NA,3531.10591866473,1442.24063325829,614.65609327824,3336.50353877338,2324.382165328,1781.70998396535,NA,3066.29575657539,1239.47192025942,508.974947425531,2879.25051375732,2002.45267237323,1522.68296119058,NA,4050.03372937185,1675.40628215615,741.714648990953,3851.43415355983,2690.95222903595,2080.76021572424,NA,21832.4618835449,21755.0469970703,24243.2061767578,21832.4618835449,21755.0469970703,24243.2061767578,NA
"195","NGA.10.8_1","IkaSouth",0.83859642790755,0.933812607653646,0.974668706673057,0.85108029995222,0.895921731250901,0.928411914489808,NA,0.860125611030581,0.943238196978694,0.97907378208921,0.871887390389177,0.910603350751926,0.93899810675259,NA,0.814521149500175,0.922952585171703,0.969360300131329,0.827569341488034,0.879150794670742,0.916152120172692,NA,5096.45295593715,1993.07528922376,845.098976185881,4702.26424153151,3134.06856253712,2388.31144509397,NA,4416.65096925351,1709.24617156008,698.137481714818,4045.26293612582,2691.96664560171,2035.13641658214,NA,5856.65003344665,2320.09893650554,1022.19727415636,5444.64244424614,3639.08527478557,2797.32094539546,NA,31575.8374481201,30112.6123657227,33361.856628418,31575.8374481201,30112.6123657227,33361.856628418,NA
"196","NGA.10.9_1","IsokoNor",0.846372471995708,0.934824332781305,0.974010428025272,0.859763939855616,0.898921016794177,0.928069392045321,NA,0.867211608927644,0.944108257727181,0.978681453537313,0.879075326432105,0.912704873809838,0.938381639933369,NA,0.822978441341987,0.924121411017658,0.968340316476831,0.837937430482038,0.883235916581131,0.916181000314376,NA,3064.8986170847,1338.68629380927,557.793783763817,2797.73626761684,2076.1283341492,1543.79017932605,NA,2649.15384273575,1147.99759650608,457.543229543379,2412.47040555978,1793.01254492718,1322.46649711313,NA,3531.61401067368,1558.52070870877,679.486937388787,3233.17931134658,2398.29501948244,1798.94139970471,NA,19950.1915893555,20539.6638183594,21462.2150878906,19950.1915893555,20539.6638183594,21462.2150878906,NA
"197","NGA.10.10_1","IsokoSou",0.846796397156469,0.934645791152537,0.973777148917633,0.862658819495144,0.900601764189889,0.928933180935698,NA,0.868359552949306,0.944308259387369,0.978635036268436,0.882295327698881,0.914677849700765,0.939491416785053,NA,0.822473298774704,0.923442094095389,0.967841706596261,0.840340986402976,0.884495128787342,0.916692665095386,NA,7613.17725531731,3378.66555842173,1403.59044416061,6824.92273178386,5138.66515748574,3803.88493311542,NA,6541.63504489972,2879.13769005495,1143.56973767913,5849.1218050705,4410.96320604756,3238.75039077296,NA,8821.86984440753,3957.87148932555,1721.28778751874,7933.96727206657,5971.34196983391,4459.06430362296,NA,49693.1998596191,51697.7501220703,53525.4705810547,49693.1998596191,51697.7501220703,53525.4705810547,NA
"198","NGA.10.11_1","Ndokwa East",0.846280407731706,0.934908684339474,0.974105435353502,0.848283857201548,0.890459486385679,0.921958129665758,NA,0.865810315363015,0.943563325970048,0.978533091012975,0.867340142920277,0.904024714246927,0.93217859818702,NA,0.824524730141917,0.925029766278931,0.968783784533849,0.827038140345938,0.875240543051111,0.910342543339214,NA,4618.54976663898,1993.33897120323,811.082090215455,4558.35554581863,3354.53927297801,2444.46524508688,NA,4031.76802332266,1728.30155002104,672.396916084693,3985.80391033401,2939.12137775371,2124.3347820197,NA,5272.20541438505,2295.86830501028,977.769413564005,5196.68927529076,3820.60010676947,2808.29426347068,NA,30045.2902488708,30623.7314605713,31322.4841308594,30045.2902488708,30623.7314605713,31322.4841308594,NA
"199","NGA.10.12_1","Ndokwa West",0.844481563723921,0.934836723583702,0.974390026399822,0.85181989972293,0.894190568089867,0.925529202414361,NA,0.864693675112976,0.943761269053876,0.978811474723606,0.87142018549101,0.908129374068676,0.935863881765229,NA,0.821918621124088,0.92460942021988,0.969067651306096,0.829819792929295,0.878420410765754,0.913680988080285,NA,3426.35153332328,1411.03252821565,605.183358055914,3264.6747610748,2291.1762334264,1759.80217955656,NA,2981.04227927028,1217.78220916316,500.701136174997,2832.84512850433,1989.34812222255,1515.58576404468,NA,3923.45383723266,1632.49250561287,730.955171894551,3749.37677744429,2632.66005964231,2039.78458990984,NA,22031.8028869629,21653.7995910645,23630.7685241699,22031.8028869629,21653.7995910645,23630.7685241699,NA
"200","NGA.10.13_1","Okpe",0.844297601390073,0.934660683759439,0.974283251874142,0.870596882985627,0.907960911874914,0.935364217986705,NA,0.868574853579494,0.945467028838247,0.979394332825234,0.892435834409359,0.923566359197696,0.946757687785515,NA,0.816545882432181,0.921892652885133,0.96793896610306,0.845097130496424,0.889549703977258,0.921731722918743,NA,6713.68730239103,2819.89201312785,1124.12022872516,5579.69608268982,3972.19169762884,2825.33350270509,NA,5666.88339175001,2353.51544336636,900.706698380816,4638.02856709576,3298.69710358097,2327.30669878997,NA,7910.30575432571,3370.93035202427,1401.43911590266,6679.21263496702,4766.77635338942,3421.23168543384,NA,43118.7146911621,43157.6602783203,43711.6008300781,43118.7146911621,43157.6602783203,43711.6008300781,NA
"201","NGA.10.14_1","Oshimili North",0.83717943643664,0.933134853236264,0.97439473328129,0.831039182735095,0.881136397235922,0.917897979282712,NA,0.85780013939649,0.942174988175945,0.978653534673976,0.852823061673896,0.896647718316157,0.929197320667341,NA,0.814264937686937,0.922799876749835,0.969308054159284,0.806770810539798,0.863654277384369,0.904979906373491,NA,4637.08431910769,1785.06721892193,759.79110714663,4811.95703500822,3173.24542136784,2436.23258859406,NA,4049.81243985953,1543.72700931355,633.418690845974,4191.55822772154,2759.14701401168,2100.94457168065,NA,5289.68286383089,2060.97520128889,910.729334202257,5503.11351852749,3639.95731201155,2819.55360710648,NA,28479.7215881348,26696.52734375,29673.2354125977,28479.7215881348,26696.52734375,29673.2354125977,NA
"202","NGA.10.15_1","Oshimili South",0.840354592277734,0.933942258584375,0.974431798930793,0.830725132839839,0.879897684526899,0.916212033243731,NA,0.860326387854961,0.942703086054848,0.978666693940486,0.851927235256953,0.895009804177911,0.927354686266334,NA,0.818177231842365,0.923951658562115,0.969376806540353,0.807183149680712,0.862946410689854,0.903537897606546,NA,6808.89679478223,2659.56054669191,1156.38918544559,7219.59445553949,4835.45717660658,3789.53131529133,NA,5957.09719194995,2306.83956959637,964.854912954125,6315.32211065824,4227.02588090362,3285.57550636936,NA,7754.76401726955,3061.79357930205,1385.01452036817,8223.66300948035,5517.93493238575,4362.75245611545,NA,42650.1262512207,40261.148651123,45227.6318664551,42650.1262512207,40261.148651123,45227.6318664551,NA
"203","NGA.10.16_1","Patani",0.84730727620018,0.934126272626654,0.973233664655546,0.866728801774375,0.902681795159882,0.929726663898084,NA,0.87110100934983,0.944931410959754,0.978610969279399,0.888008525159396,0.91812507690567,0.941360637712982,NA,0.820090404530053,0.921379566435247,0.966541919616424,0.84212949427759,0.8846919796808,0.915988643101397,NA,1334.09821497659,615.234801330033,244.384091309686,1164.4095621327,908.913899486302,641.61511710736,NA,1126.20895782906,514.319043245909,195.2878034808,978.485568659573,764.679699364238,535.393698206116,NA,1571.89592405385,734.284042415723,305.481585965438,1379.33723782304,1076.93172682903,767.047070551351,NA,8737.14334106445,9339.60815429688,9130.2783203125,8737.14334106445,9339.60815429688,9130.2783203125,NA
"204","NGA.10.17_1","Sapele",0.842026003457395,0.93449810024147,0.974583347465954,0.869660089250845,0.908353346734086,0.936410702461741,NA,0.866556617603422,0.945333449710899,0.979609245988154,0.891773867340767,0.9240418287128,0.947720823829254,NA,0.814021475605403,0.921698075555756,0.96835314656355,0.843827955678226,0.889814141429124,0.922853303596478,NA,7202.63956958881,2806.52667624947,1133.59298509689,5942.69575502791,3926.7376691052,2836.10839468538,NA,6084.19491425693,2342.26995324534,909.435877824649,4934.4439123861,3254.54123899498,2331.67240628632,NA,8479.47325645454,3354.96284175821,1411.4624657159,7120.48166605835,4721.07759568213,3440.77386859998,NA,45593.8301696777,42846.4927978516,44600.4045410156,45593.8301696777,42846.4927978516,44600.4045410156,NA
"205","NGA.10.18_1","Udu",0.845538177269965,0.934670127316796,0.974045545351715,0.871630263880489,0.908040402199846,0.934911459729068,NA,0.870173979858384,0.945712453800901,0.979312458761338,0.893714665584764,0.923923900682842,0.946592576374799,NA,0.817276786939029,0.921572753924639,0.967475749084761,0.845757553112801,0.889241390069387,0.920889329686996,NA,6917.8303967408,2805.93213125714,1131.31475793706,5749.25277232581,3949.68457226573,2837.10935864145,NA,5814.47488155867,2331.66182560648,901.738103377042,4760.16600186415,3267.48488443945,2327.94745061529,NA,8183.56390700251,3368.46714512949,1417.68207230232,6908.00528366718,4757.10620047762,3448.31243993434,NA,44786.6681518555,42950.2158203125,43588.4619140625,44786.6681518555,42950.2158203125,43588.4619140625,NA
